,Team,Win%,Wins,Losses,new_year
760,Magic,0.256,21,61,1991
761,Magic,0.378,31,51,1990
762,Magic,0.22,18,64,1989
763,76ers,0.634,52,30,2017
764,76ers,0.341,28,54,2016
765,76ers,0.122,10,72,2015
766,76ers,0.22,18,64,2014
767,76ers,0.232,19,63,2013
768,76ers,0.415,34,48,2012
769,76ers,0.53,35,31,2011
770,76ers,0.5,41,41,2010
771,76ers,0.329,27,55,2009
772,76ers,0.5,41,41,2008
773,76ers,0.488,40,42,2007
774,76ers,0.427,35,47,2006
775,76ers,0.463,38,44,2005
776,76ers,0.524,43,39,2004
777,76ers,0.402,33,49,2003
778,76ers,0.585,48,34,2002
779,76ers,0.524,43,39,2001
780,76ers,0.683,56,26,2000
781,76ers,0.598,49,33,1999
782,76ers,0.56,28,22,1998
783,76ers,0.378,31,51,1997
784,76ers,0.268,22,60,1996
785,76ers,0.22,18,64,1995
786,76ers,0.293,24,58,1994
787,76ers,0.305,25,57,1993
788,76ers,0.317,26,56,1992
789,76ers,0.427,35,47,1991
790,76ers,0.537,44,38,1990
791,76ers,0.646,53,29,1989
792,76ers,0.561,46,36,1988
793,76ers,0.439,36,46,1987
794,76ers,0.549,45,37,1986
795,76ers,0.659,54,28,1985
796,76ers,0.707,58,24,1984
797,76ers,0.634,52,30,1983
798,76ers,0.793,65,17,1982
799,76ers,0.707,58,24,1981
800,76ers,0.756,62,20,1980
801,Suns,0.256,21,61,2017
802,Suns,0.293,24,58,2016
803,Suns,0.28,23,59,2015
804,Suns,0.476,39,43,2014
805,Suns,0.585,48,34,2013
806,Suns,0.305,25,57,2012
807,Suns,0.5,33,33,2011
808,Suns,0.488,40,42,2010
809,Suns,0.659,54,28,2009
810,Suns,0.561,46,36,2008
811,Suns,0.671,55,27,2007
812,Suns,0.744,61,21,2006
813,Suns,0.659,54,28,2005
814,Suns,0.756,62,20,2004
815,Suns,0.354,29,53,2003
816,Suns,0.537,44,38,2002
817,Suns,0.439,36,46,2001
818,Suns,0.622,51,31,2000
819,Suns,0.646,53,29,1999
820,Suns,0.54,27,23,1998
821,Suns,0.683,56,26,1997
822,Suns,0.488,40,42,1996
823,Suns,0.5,41,41,1995
824,Suns,0.72,59,23,1994
825,Suns,0.683,56,26,1993
826,Suns,0.756,62,20,1992
827,Suns,0.646,53,29,1991
828,Suns,0.671,55,27,1990
829,Suns,0.659,54,28,1989
830,Suns,0.671,55,27,1988
831,Suns,0.341,28,54,1987
832,Suns,0.439,36,46,1986
833,Suns,0.39,32,50,1985
834,Suns,0.439,36,46,1984
835,Suns,0.5,41,41,1983
836,Suns,0.646,53,29,1982
837,Suns,0.561,46,36,1981
838,Suns,0.695,57,25,1980
839,Trail Blazers,0.598,49,33,2017
840,Trail Blazers,0.5,41,41,2016
841,Trail Blazers,0.537,44,38,2015
842,Trail Blazers,0.622,51,31,2014
843,Trail Blazers,0.659,54,28,2013
844,Trail Blazers,0.402,33,49,2012
845,Trail Blazers,0.424,28,38,2011
846,Trail Blazers,0.585,48,34,2010
847,Trail Blazers,0.61,50,32,2009
848,Trail Blazers,0.659,54,28,2008
849,Trail Blazers,0.5,41,41,2007
850,Trail Blazers,0.39,32,50,2006
851,Trail Blazers,0.256,21,61,2005
852,Trail Blazers,0.329,27,55,2004
853,Trail Blazers,0.5,41,41,2003
854,Trail Blazers,0.61,50,32,2002
855,Trail Blazers,0.598,49,33,2001
856,Trail Blazers,0.61,50,32,2000
857,Trail Blazers,0.72,59,23,1999
858,Trail Blazers,0.7,35,15,1998
859,Trail Blazers,0.561,46,36,1997
860,Trail Blazers,0.598,49,33,1996
861,Trail Blazers,0.537,44,38,1995
862,Trail Blazers,0.537,44,38,1994
863,Trail Blazers,0.573,47,35,1993
864,Trail Blazers,0.622,51,31,1992
865,Trail Blazers,0.695,57,25,1991
866,Trail Blazers,0.768,63,19,1990
867,Trail Blazers,0.72,59,23,1989
868,Trail Blazers,0.476,39,43,1988
869,Trail Blazers,0.646,53,29,1987
870,Trail Blazers,0.598,49,33,1986
871,Trail Blazers,0.488,40,42,1985
872,Trail Blazers,0.512,42,40,1984
873,Trail Blazers,0.585,48,34,1983
874,Trail Blazers,0.561,46,36,1982
875,Trail Blazers,0.512,42,40,1981
876,Trail Blazers,0.549,45,37,1980
877,Kings,0.329,27,55,2017
878,Kings,0.39,32,50,2016
879,Kings,0.402,33,49,2015
880,Kings,0.354,29,53,2014
881,Kings,0.341,28,54,2013
882,Kings,0.341,28,54,2012
883,Kings,0.333,22,44,2011
884,Kings,0.293,24,58,2010
885,Kings,0.305,25,57,2009
886,Kings,0.207,17,65,2008
887,Kings,0.463,38,44,2007
888,Kings,0.402,33,49,2006
889,Kings,0.537,44,38,2005
890,Kings,0.61,50,32,2004
891,Kings,0.671,55,27,2003
892,Kings,0.72,59,23,2002
893,Kings,0.744,61,21,2001
894,Kings,0.671,55,27,2000
895,Kings,0.537,44,38,1999
896,Kings,0.54,27,23,1998
897,Kings,0.329,27,55,1997
898,Kings,0.415,34,48,1996
899,Kings,0.476,39,43,1995
900,Kings,0.476,39,43,1994
901,Kings,0.341,28,54,1993
902,Kings,0.305,25,57,1992
903,Kings,0.354,29,53,1991
904,Kings,0.305,25,57,1990
905,Kings,0.28,23,59,1989
906,Kings,0.329,27,55,1988
907,Kings,0.293,24,58,1987
908,Kings,0.354,29,53,1986
909,Kings,0.451,37,45,1985
910,Kings,0.378,31,51,1984
911,Kings,0.463,38,44,1983
912,Kings,0.549,45,37,1982
913,Kings,0.366,30,52,1981
914,Kings,0.488,40,42,1980
915,Spurs,0.573,47,35,2017
916,Spurs,0.744,61,21,2016
917,Spurs,0.817,67,15,2015
918,Spurs,0.671,55,27,2014
919,Spurs,0.756,62,20,2013
920,Spurs,0.707,58,24,2012
921,Spurs,0.758,50,16,2011
922,Spurs,0.744,61,21,2010
923,Spurs,0.61,50,32,2009
924,Spurs,0.659,54,28,2008
925,Spurs,0.683,56,26,2007
926,Spurs,0.707,58,24,2006
927,Spurs,0.768,63,19,2005
928,Spurs,0.72,59,23,2004
929,Spurs,0.695,57,25,2003
930,Spurs,0.732,60,22,2002
931,Spurs,0.707,58,24,2001
932,Spurs,0.707,58,24,2000
933,Spurs,0.646,53,29,1999
934,Spurs,0.74,37,13,1998
935,Spurs,0.683,56,26,1997
936,Spurs,0.244,20,62,1996
937,Spurs,0.72,59,23,1995
938,Spurs,0.756,62,20,1994
939,Spurs,0.671,55,27,1993
940,Spurs,0.598,49,33,1992
941,Spurs,0.573,47,35,1991
942,Spurs,0.671,55,27,1990
943,Spurs,0.683,56,26,1989
944,Spurs,0.256,21,61,1988
945,Spurs,0.378,31,51,1987
946,Spurs,0.341,28,54,1986
947,Spurs,0.427,35,47,1985
948,Spurs,0.5,41,41,1984
949,Spurs,0.451,37,45,1983
950,Spurs,0.646,53,29,1982
951,Spurs,0.585,48,34,1981
952,Spurs,0.634,52,30,1980
953,Spurs,0.5,41,41,1979
954,Raptors,0.72,59,23,2017
955,Raptors,0.622,51,31,2016
956,Raptors,0.683,56,26,2015
957,Raptors,0.598,49,33,2014
958,Raptors,0.585,48,34,2013
959,Raptors,0.415,34,48,2012
960,Raptors,0.348,23,43,2011
961,Raptors,0.268,22,60,2010
962,Raptors,0.488,40,42,2009
963,Raptors,0.402,33,49,2008
964,Raptors,0.5,41,41,2007
965,Raptors,0.573,47,35,2006
966,Raptors,0.329,27,55,2005
967,Raptors,0.402,33,49,2004
968,Raptors,0.402,33,49,2003
969,Raptors,0.293,24,58,2002
970,Raptors,0.512,42,40,2001
971,Raptors,0.573,47,35,2000
972,Raptors,0.549,45,37,1999
973,Raptors,0.46,23,27,1998
974,Raptors,0.195,16,66,1997
975,Raptors,0.366,30,52,1996
976,Raptors,0.256,21,61,1995
977,Jazz,0.585,48,34,2017
978,Jazz,0.622,51,31,2016
979,Jazz,0.488,40,42,2015
980,Jazz,0.463,38,44,2014
981,Jazz,0.305,25,57,2013
982,Jazz,0.524,43,39,2012
983,Jazz,0.545,36,30,2011
984,Jazz,0.476,39,43,2010
985,Jazz,0.646,53,29,2009
986,Jazz,0.585,48,34,2008
987,Jazz,0.659,54,28,2007
988,Jazz,0.622,51,31,2006
989,Jazz,0.5,41,41,2005
990,Jazz,0.317,26,56,2004
991,Jazz,0.512,42,40,2003
992,Jazz,0.573,47,35,2002
993,Jazz,0.537,44,38,2001
994,Jazz,0.646,53,29,2000
995,Jazz,0.671,55,27,1999
996,Jazz,0.74,37,13,1998
997,Jazz,0.756,62,20,1997
998,Jazz,0.78,64,18,1996
999,Jazz,0.671,55,27,1995
1000,Jazz,0.732,60,22,1994
1001,Jazz,0.646,53,29,1993
1002,Jazz,0.573,47,35,1992
1003,Jazz,0.671,55,27,1991
1004,Jazz,0.659,54,28,1990
1005,Jazz,0.671,55,27,1989
1006,Jazz,0.622,51,31,1988
1007,Jazz,0.573,47,35,1987
1008,Jazz,0.537,44,38,1986
1009,Jazz,0.512,42,40,1985
1010,Jazz,0.5,41,41,1984
1011,Jazz,0.549,45,37,1983
1012,Jazz,0.366,30,52,1982
1013,Jazz,0.305,25,57,1981
1014,Jazz,0.341,28,54,1980
1015,Wizards,0.524,43,39,2017
1016,Wizards,0.598,49,33,2016
1017,Wizards,0.5,41,41,2015
1018,Wizards,0.561,46,36,2014
1019,Wizards,0.537,44,38,2013
1020,Wizards,0.354,29,53,2012
1021,Wizards,0.303,20,46,2011
1022,Wizards,0.28,23,59,2010
1023,Wizards,0.317,26,56,2009
1024,Wizards,0.232,19,63,2008
1025,Wizards,0.524,43,39,2007
1026,Wizards,0.5,41,41,2006
1027,Wizards,0.512,42,40,2005
1028,Wizards,0.549,45,37,2004
1029,Wizards,0.305,25,57,2003
1030,Wizards,0.451,37,45,2002
1031,Wizards,0.451,37,45,2001
1032,Wizards,0.232,19,63,2000
1033,Wizards,0.354,29,53,1999
1034,Wizards,0.36,18,32,1998
1035,Wizards,0.512,42,40,1997
1036,Bullets,0.537,44,38,1996
1037,Bullets,0.476,39,43,1995
1038,Bullets,0.256,21,61,1994
1039,Bullets,0.293,24,58,1993
1040,Bullets,0.268,22,60,1992
1041,Bullets,0.305,25,57,1991
1042,Bullets,0.366,30,52,1990
1043,Bullets,0.378,31,51,1989
1044,Bullets,0.488,40,42,1988
1045,Bullets,0.463,38,44,1987
1046,Bullets,0.512,42,40,1986
1047,Bullets,0.476,39,43,1985
1048,Bullets,0.488,40,42,1984
1049,Bullets,0.427,35,47,1983
1050,Bullets,0.512,42,40,1982
1051,Bullets,0.524,43,39,1981
1052,Bullets,0.476,39,43,1980
